text,true_star,pred_star,absolute_error
I haven't been to this place in a year or two. They used to put a lot of meat in their Vietnamese hoagies... But I guessed not anymore. I went there today... The hoagies were more bread then meat.,3,1,2
"Everything is good here (except the pumpkin cakes, way too dense and chalky), but of course the star is the steamed soup dumplings. Just keep the orders coming! If for some reason you don't want soup dumplings, because you've suddenly become a disappointing tasteless heathen, well fine, get the homemade noodles. Pork noodles and shanghai soup dumplings. DONE",5,3,2
"I ate here the other day with a friend of mine from town and the service was pretty trash. It wasn't very busy but the waitress we had Jessica took forever with our order, came back with cold food. Had to ask another waiter for refills on our drinks. Needs better service.",1,3,2
"I work near here and there aren't too many food options available. This place looks a bit grimey, lots of flies..eek. But I've ordered the plain slice here once before and it was good, hot, cheesy, thin, good crunchy crust. Today, i went in and asked what are the slices options. Usually pizza places have the slices on display...that should have been a big hint. The cashier listed off the options and i chose green peppers and onions. When I got it, I realized they put green peppers and onions and cheese on top off an already cooked pizza..obviously the veggies and new cheese aren't cooked just heated...and slid right off. I would have much much rather preferred if they had only said plain.",2,4,2
"Im new to the neighborhood and a neighbor gave me their menu to try it out. We ordered cheese steaks and they were pretty good. So I decided to give them another try and order an steak panzarotti one night. I haven't laughed so hard in years, they clearly have no idea what a panzarotti is, the gave me this huge monstrosity that was doughy and not fried. I don't know why I can't find a good panzarotti in Philly, but I know not to order it from goodys as well.",3,1,2
We went for the lunch buffet and were displeased to say the least. Honestly it's overpriced for a buffet. The food is mediocre and definitely not worth the price. A can of soda is $2.25!! The place seems unorganized with servers running around the dining area and you are unsure of whether to seat yourself and where to pay.,1,3,2
"I ordered a veggie pizza and a chicken parmesan with the spaghetti, the food was very nice, the sauce chicken parmesan could've had more sauce and cheese on it but otherwise the food was satisfactory. However, when I first ordered it the first on the phone took my order, first said the address and I said yes, took my order after I said it was for delivery. This is my second time ordering from this place by delivery because before I would just go and order in person but sometimes I'll do delivery as I have very recently started doing, there's some background for you. Now for tonight that this happened I was not asked for any of my card information by the girl that took my order, so I assumed that my information must've already been in the system since she hadn't asked for anything, much later however I get a call, from the first one I assume was the guy that delivered, but I didn't know the number off the bat, at least that's what I'm assuming I have no idea, but I do have Stacy's saved in my phone so when I saw the name I obviously knew who it was, I picked up and got the call about the order and the girl said it was still open, that confused me because I was under the impression that it had been paid for, and when she asked if I ordered off of GrubHub I was like ""Uhh no."" like what is this call for I'm confused? Then she said it was still open and I was confused, like why would it be open if as I am assuming my information must've still be in the system? But it turns out it was not, I asked if she wanted the card number she said yeah, I gave her the card number and my stuff was paid for, but after that I was like ""If you needed my card number still then why didn't you ask for it???"", they probably think I tried scamming them out of their money now and for me personally that down not sit well with me. The very first time I ordered from them by delivery was when I ordered my Fettuccine Chicken Alfredo and a Greek Pizza, idk why I didn't call about it that I will never understand why myself my brain probably wasn't thinking, but I got a pizza with cheese and promises instead of Greek, at first glance I was like ""Uuuhhh...is this how Greek Pizza looks....???"" I took a bite of it and it didn't have any of the things that were supposed to be on a Greek pizza and I guess I just forgot about calling about it later that night since I was more into other things I had to get to, the one part of the order was correct though and though both didn't taste bad that wasn't the issue, the pizza apart of it was wrong. So so far I have had issues with delivery, the first one part of the order being completely wrong, and the second I apparently didn't pay for my food when I assumed that I had and that since the girl didn't ask anything my information must've been in the system already when in fact it wasn't, I'm not sure if I wanna order by delivery again from this place, I think I'll just stick with in person ordering.",3,1,2
"Three simple words: Tasty. Friendly. Noisy. The pizza we ordered was flawless. Well, it had to be, since we build it ourselves. Server (Sokol) was great, too. Very friendly, fast and courteous. The only thing about this place is that if you're coming to have a romantic dinner, or meaningful conversation, you're not going to experience either. The one time we went there, it was freakin' loud...after about 10 minutes, we stopped trying to talk to each other, finished the meal and left.",3,5,2
"I enjoyed the atmosphere: it looks like an up-scale restaurant, dim lights, oldies playing in the background, and spotless floors. They have a fairly large bar and according to my friend, their drinks are pretty good. There is also a very big lounge upstairs. Now onto the food.. I have to say they were a disappointment. I was expecting some really good fried chicken but it was a big let down. The chicken was big and dry. Their chicken sliders were drizzled with honey which i enjoyed very much. The sides were the most disappointing. How do you mess up string beans! They OD on the salt to the point that it was bitter, and the caramelized yams were like hard candy. Way too sweet . The spare ribs, potato salad and mac and cheese were the best of all we ordered, and still they were just OK in my opinion. All in all, I was hoping for good food but Ms Tootsies is a big waste for a high price! Furthermore, our waitress seemed distracted and gave us an attitude, which I am going to boldly say is because we were the only Asians. Would NOT come here again.",1,3,2
"Ooooh, don't mind me. I've been drankin'. It's Friday night. During quarantine. And I'm writing this review while tipsy. During quarantine. And guess what?! I'm STILL gonna write it. During quarantine. Because... it's Friday night. During quarantine. So THERE. Ha! Tonight I was craving for a steak. Unfortunately, many of the steak spots in my area aren't open for sit down, and the waits for takeout are just too long for me to bare right now. So for a split second... I thought about getting a cheesesteak. And then I thought about Jim's, and I just had to quickly change my mind. You see, I live in the great state of Cali. The problem with this is that the cheesesteaks here are nowhere near as delicious as the one that I had at Jim's. Nowhere NEAR it. I wasn't about to disappoint myself by getting a below second rate cheesesteak from a chain that isn't even all that great. The saying is true; once you've had a Philly cheesesteak from PHILLY bay-baaaaay... you will never look at a cheesesteak the same way ever again. Had my first real Philly cheesesteak at Jim's South Street and hunty; they did not disappoint. Didn't receive the warmest welcome from the staff when I stepped into that joint, but you gotta realize the sitch' right quick. It was late night, and most of the peeps who creep here in the late hours are probably drunk as hell. You gotta have thick skin to deal with the drunkards, so I understand. It's pretty simple; You walk in, look at the menu board (if you have to), choose what you want and tell them at the counter. Then, walk down and pay at the register. You'll wait for your food and then you can take it upstairs to eat it if you wanna dine in. Since it was my first time getting a real Philly cheesesteak, I had to go with the original. Yuuup. Ya girl got that good ol' Philly Phil sammich! Sh*t was the f*ck GOODT. Sorry to be so vulgar but it truly was. Just imagine this beautifully soft roll of bread, filled with most tender, juicy thin slices of steak, sandwiched between cheese so melted that it practically turns into strings when you pull the sandwich halves apart. And all of that tasty juice and oil dripping in pure glory. So, normally I wouldn't be a fan of the messy mess. I'm light weight bougie wit it (don't you dare judge). I just hate gettin' sh*t all over my mouth, hands, and clothes, especially grease. BUT... I just couldn't get enough of it here. Couldn't get ENOUGH. Gimme da grease puh-lease! Give it TO me. Not only was this cheesesteak juicy as all hell, but it was meatier than life itself. Flavored for the GAWDS. Givin' me all of this extra life that I didn't even know that I needed. Yes, I loved it. And yes, I want some more... damnit. Heavenly is what I'll call it. How I'll describe it. Yeah... that part. If you eat upstairs, they have this ""guard"" who just sits there and watches you while you eat. A little annoying, slightly creepy, and down right uncomf, but I understand why they do it. Some of these damn peeps be actin' REAL cray cray. You'll have a nice little view of South street if you choose to sit by the window. The ""guard"" also cleans the tables once people leave. I guess homeboy ain't so bad after all. More than the cheesesteak though, I've gotta say, I truly enjoyed chatting it up with the staff. There was one older gentleman, didn't get his name. He was so hospitable. He heard my ""accent"" (I guess us Californians really do stand out, huh?!) and asked me where I was from. We instantly struck up a convo after that and he was so warm and welcoming toward me. That really made my night, especially since it was my first time there. Lawd. What I would give to have another one of dem cheesesteaks right about now. So damn good. If you're there right now, just make like Nike and DO IT. Have yourself a merry little cheesesteak and take full advantage of the drip. The grease drip that is. It's truly sensational. And you will love it. I can't wait for the day that I'll return to be reunited with that Philly cheesesteak again.",4,2,2
"So I think I would give El Camino 2 or 3 stars for the food but 4 or 5 for the service/atmosphere. I""ve been twice, and both times the food was just fine. The first time I ordered from the ""Tex"" side of the menu and got a seitan bbq sandwich, which just tasted kinda charred (in a bad way) and the bread was just white bread with lots of grease on it. I actually didn't even finish it, and it's pretty rare for me to leave behind food I've spent my hard-earned money on. This latest time I ordered from the ""Mex"" side, enticed by the cactus and sweet potato burritos. They were fine, but the tortilla was like the kind you would get at taco bell. And they weren't stuffed very full. My husband's two entrees there were similarly a let down. Although he did love the fried pickle chips. However when we went last weekend we had amazing service. I ordered the burrito without the cream sauce, and when they delivered the food, I hadn't even taken a bite yet before they came and snatched it away, apologizing profusely that they put the cream in. Throughout the next few minutes it took to make a new one, several people apologized to me, and the server even took the blame (classic server move is ALWAYS blame the kitchen!) and took the burrito and one of our apps off the check! All this and I never even had to take a bite of it and then wait to bring it to the server's attention, which is the usual route a dairy-less eater has to take, all the time. I also just can't get over how much I love the natural-cut wood tables and bar. Both times we had to wait, but not long. My husband is eyeing up the veggie wings and is dying to go back soon for just drinks and apps.",4,2,2
good beer & an amazing wild mushroom salad .. yum,3,5,2
"Since my last review the DD on City Line seems to have gotten a little religion. I was desperate sleepy and had to drive, and went to the drive thru here - I was much more pleasantly surprised. They actually got my order right and asked me if everything was okay when they made change. So maybe there's some hope for this place after all.",3,1,2
"What a let down! For years all the popular food shows have told me it is one of the best philly cheese steaks. It is definitely commercialized and was probably better before these shows made it a tourist spot because thats what it is. They charge you $9.50 for a less than good sandwich. All i got out if it was being able to say I ate at Genos. Being from NY its like me saying Rays pizza is New York's spot for Pizza (Definitely not). The little bit of meat on the sandwich was tough, the onions were raw, and the fries were ice cold. And another thing that bothered me was that they didn't cut the sandwich in half. Gotta ask a local where the Philadelphians get their Philly cheese steaks.",1,3,2
"Here is everything you need to know about the people who run New Deck: On St. Patrick's Day, they had NO drink specials and charged $5 for a pint of Guinness. Another time, they tried to charge us a $2 cover to eat dinner. We ate somewhere else that night, obviously. Also, their ""bouncer"" is completely psycho. Note to bouncer: This is a college bar. Penn is not a state school. You know what that means? People come here from out of state! Stop acting like ""California"" and ""Ohio"" are fake states that don't grant driver's licenses and let me have a damn drink already.",3,1,2
"I've been wanting to go here for almost a year and finally went with a friend. The space is pretty large and there are a lot of tables. Ambiance is really nice too so I think this would be a nice place for a date if you don't mind the noise. It was kind of crowded when we went (Sunday morning around 10:30) but we still got seated without waiting. When we left (around 12) there were quite a few parties waiting to be seated so I would arrive early if you don't want to wait. Even though it was pretty busy, our waitress was very attentive! She was also really nice which is worth noting since I find that service at most places is average. Food came out quickly too. We got the huevos rancheros, buttermilk pancakes, fruit salad, matcha latte, and London fog. Everything tasted pretty good but I think next time I will definitely try the cannoli French toast. If you're looking for a brunch place, definitely check out Cafe Lift.",5,3,2
Would be 5/5 except for the slight grains of sand up in my grain bowl... that kale was not properly massaged and washed... tragic.,4,2,2
"A true historic restaurannt with authentic atmosphere, good service and food.",3,5,2
"This place is A fun place to go when you have nowhere else to go. I highly recommend it on a week day over the weekends any day. This place isn't like what used to be the bouncers have Changed so many new faces. The Bouncers outside Complete a******'s. The guys on the inside are so much nicer. The music downstairs is for old heads they also have up stairs which Plays a lot of hip hop I prefer be downstairs because I have to deal with Ignorant spoiled college kids. I do recommend their food the Barbecue chicken and the Buffalo chicken sandwiches are usually my favorite. The bar back guy upstairs with the longbeard Looks like he never showers But other than that you can have fun with this place When girls start to Dance all over you, now that i love!",3,5,2
"We live in the neighborhood and had higher expectations after reading that this is the best ramen spot in Philly. Do yourself a favor--especially when the wait is long--go a few doors down to Zhi Izakaya--SO good! Back to this place--We both had miso ramen and found the broth too fatty and salty. For the record, we are ramen fiends and have recently had far better in NY. Also, for a Chinatown restaurant, we noticed there are hardly any Asian customers or chefs!",3,5,2
"Everything they say about ST's food and beer is absolutely true, great stuff. But for my last lunch there I had all to do to keep my wife in her chair, our waiter, nice kid, was just about the grungiest creature I've ever seen, hair not washed for weeks, 10:00 O'clock shadow, dirty shirt with a kitchen rag hanging out of the back pocket of the nastiest jeans that was a mini vomitorium stiff with grease, old food an kitchen stains. All the bric a brac had years of dust. Picked at our food, not much of an appetite, though we came in hungry. If I was health inspector, I'd have thrown yellow tape across the entrance until they threw the entire restaurant and staff in a lake of soapy water. Do restaurant and bar owners think that simply because they're popular they can do anything? There are about 12,000 restaurants/bars in Philly and a lot of them serve good food and are clean!",3,1,2
"Great food and service. I forgot to ask for lettuce and tomatoes when I ordered. But I asked for it afterward, they still gave it to me on the side.",4,2,2
"I was tricked into coming here by my husband with promises of Whack A Mole and Skeet Ball...Turns out this Bar/arcade only has old school video games. NO WHACK-A-MOLE. Oh well, I had to drown my sorrows in some pretty good beer options on tap. This place is chock full of hipsters. I may have been the only person there without glasses and skinny jeans. What do you expect with the location of this place though. Bartenders were pretty nice and quick to get you a drink. I thought their system of keeping BOTH my license and credit card to keep the tab open was really strange and made me a little nervous. It's one thing if I happen to forget my card, or it gets lost (hey things happen in bar.) It's a whole 'nother story if something were to happen to my license. (It would involve a trip back to my home state of CT and a whole day wasted at the DMV). It made me just a little nervous. I may be paranoid but whatevs. I will def. bring cash if I ever come back here. My husband's main reason for wanting to come here was Teenage Mutant Ninja Turtles. He played a few nostalgic rounds and then remembered he was 30. It was a fun concept, it's just one I will never feel inclined to experience again.",2,4,2
"Great food. Food arrived in a timely manner but.....Apathetic service. We asked if we could eat at outdoor table. Looked like they were no longer setting outside tables but hostess said "" the gas station gets armed robberies "" so you can eat outside at your own risk. Weird. Seated inside next to Kitchen and despite the service team walking by many times I had to flag down a server. Who didn't seem to want to be bothered. When I asked about specials he curtly said "" nope , everything is there in black and white on the menu. In sum the wait staff acted like they were anxious to be done for the evening and paid more attention to setting the tables than the customers.",3,1,2
"I'm no donut snob. In fact, I don't like donuts all that much. So it was a surprise to me that I decided to stop in my tracks and get a donut today. I went with a friend. She ordered blueberry mascarpone. I had a taste and decided it was too fancy pants for me. Instead, I ordered a plain glazed donut. It was freaking delicious. This donut didn't taste like any other donut I have ever had. It was much more cake like and less fast food-ish. It put me in a huge sugar coma and I napped for three hours afterwards. I think this place would be a good cure for insomnia. I don't plan on making this a staple of my diet. Maybe a once a year indulgence. Good to know it exists.",5,3,2
"Sunday brunch in Philly and wanted to try Booker's. They have vegan choices so it's right up my alley. Found street parking a few doors up and walked in. The hostess stand and further back in the restaurant. When I approach the hostess there were employees sitting at the bar area and a man from the kitchen was having a conversation about not serving dinner items cause it's brunch. The conversation should have taken place in the back of the restaurant away from the front where customers enter. Was asked if we had reservations which we didn't. The restaurant was basically empty with the exception of 2 tables occupied. We didn't like our first seats and asked about another table but was told it was reserved. We asked for another table and was told ok. That not good customer service. The hostess should of provided options. Received a pitcher of water. Then the waitress Shay took our order. She was very nice and asked the kitchen to add more spice to my tofu scramble. My friend ordered fish and grits with a English muffin for an extra $2. Shay also told us about Brunch specials not on the menu. The food was good and the servicing size is in line with the price. I really enjoyed the food. It can put quick too. Areas of Opportunity: table was not wiped off/down, hair was on plate that silverware was served on, had to ask 2x for coffee, hostess is not very inviting. They have jazz every Wednesday night from 6-9. I will most definitely come back.",3,1,2
Get here before 10AM or after 1PM to avoid the rush. Cash only (there's an ATM on-site). But this is diner food in all of its glory.,4,2,2
"I like their food...I specifically like the dry pepper fish. Crispy (not oily) good heat, big flavor. Tonight I got delivery ( which I have in the past. Just know it's not super speedy). I always order the scallion pancake (along with the dry pepper fish). When ordering from delivery the scallion pancake tend to get soggy because of the condensation. I wish they would put them in a plastic container with holes in the lid to let the steam out. They pack them in a cardboard rice container. This time, they didn't come with dipping sauce, which was disappointing. When dining in, know that it's a byob, which is a plus. If you like big flavor and heat, this is your place.",4,2,2
The food is all very heavy. Not the best Philly cheesesteak I've had. Cool place to walk around though.,3,5,2
"Ok I have now become a regular and it def. deserves 5 stars! I have since tried almost all the sandwiches and have never been disappointed. It has been quite some time that I found a place that I want to go to daily. Sometimes I dash in for a quick coffee and other times I linger for a long time reading, chatting, and just being happy to know there are still neighborhood places where people care enough to not just remember your name but get to know ya. Super Cool!",5,3,2
"Got in early (40 min. Before showtime). Quick service. Good food and drinks. Good layout for a comedy club. Would be a better comedy venue if the ceilings were lower, but not every place can be a comedy cellar...",5,3,2
"Went here for lunch during a week day. It was totally packed. You order food at the counter and then they give you a buzzer to call you when it is ready. The trouble was, the food took too long. The other trouble was the options of burgers. You can 'build your own' burger which starts at $8 and change BUT if you keep adding fixins and toppings the price really racks up. For 2 burgers, reg onion rings and fries and 2 drinks it was over $40. Yea, I know right? The food was average for sure. That is until the incident. Where my girlfriend took one of the last bites of her burger and pulled out a long, very black, synthetic piece of hair (a weave to be sure, since it didnt snap from pulling). It wasn't just on top where it had fallen from a server's head. No. This was IN the meat. It was ground up in there which meant it fell in while constructing the patties. And I watched her pull it out of her mouth. It was like a never ending thick black rope. Needless to say, my GF bolted to the bathroom where she proceeded to lose her lunch. It sucks because the food wasn't horrible. Overpriced, but goodish. Things happen and we told the manager the issue and he was totally cool about it. He refunded our order in its entirety and even offered us a shake - which we passed. If I had to rate the place just on the manager, I would give 4 stars as he didnt waver and just dealt with the issue. 1 star is missing for a long wait time for food and drink machine was out of most flavors. 1 star is missing for finding a weave in our food. To that manager out there, thanks for owning the situation and making it right. Because of that, I would try it again if for whatever reason I pass up on the reading terminal.",3,1,2
"If I would go, I'd like to go some where that's closer to home, nothing special about this place. I bought an expired canned fish here .",3,1,2
"I love Couch Tomato's salads. Yes, love them. I thought I already wrote a review for Couch Tomato and went to give them an update based on their catering salads alone. Their specialty salads are fresh and fun. They are chalk full of delicious ingredients that almost take away the salad/health aspect. My favorites are the Food Pyramid (spinach, roasted chicken strawberries, cucumbers, candied pecans & shredded mozzarella) and the Where's Waldorf (mixed greens, freshly sliced apples, gorgonzola, candied pecans & raisins). There are so many pizza and salad places within the Manayunk and surrounding areas that are just so mediocre. Unfortunately, many times when a catered lunch shows up to the office it's from one of those mediocre places. It's always exciting when we get Couch Tomato. It's not very often that I love every part of a salad that I didn't pick out myself or didn't have to make a handful of substitutions with. Their pizzas are pretty good too. I typically stick to the salads but there are a lot of fun topping combos. I typically limit my 5 star ratings to restaurants that I have a more experiential interaction with, however Couch Tomato really stands out in the unique salad category.",5,3,2
"Excellent dishes for brunch today- including samplers of eggplant, hummus, dolmas, olives- all the typical yummy Greek treats. Today these included a fascinating beet purée and a smooth pistachio and feta dip, which was phenomenal. Entrees included an interesting smoked trout served in flavorful (but not spicy) rice, and a creative lamb sausage with eggs. Presentation was excellent, service too. Very fresh ingredients and everything came out piping hot. The score would easily have been a four or five, but oddly Kanella decided to cheap out on little things. Extra pita bread for the $20 worth of samplers dinged us another $3. And the coffee is French press. $10 for 3 cups. So six cups of coffee for three people ran us $20. Very nice space, and tasty food, but watch for the sneaky extra charges.",3,5,2
"I live right in the market, much to the envy of friends and family. (OK, not all of them... but enough that I can feel smug about it on occasion.) On weeks when I'm more inclined to cook, I couldn't ask for a better location. Fresh is the key word here--produce, meat, pasta and the like are much better than what you get at the grocery store, and generally for a fraction of the price. And the cheese selection is unbeatable. I've been skipping DiBruno's lately in favor of Claudio because it's slightly less claustrophobic. I should skip them both, because living a block away from Brie that melts when you look at it is not good for one's waistline. Word to the wise: there's something like a law of diminishing returns with the produce. You have to find the sweet spot, which is roughly across the street from DiBruno's. Go north of that and you'll pay too much for the same fruits and veggies; go south and you'll pay the same for stuff that's about to rot. And I implore you--do NOT miss the Italian Market Festival, held the weekend before Memorial Day each year. There's food, beer, wine and merriment stretching from Catherine St. south to about Federal or Wharton. Come hungry!",5,3,2
"I went early on the spur of the moment so I don't know what happens when they are booked. However, my meal was delicious and the service was friendly. We needed a place with flavor in Chestnut Hill.",5,3,2
"Tell me, have you ever dreamed of dancing in Havana? Well, look no further because, at Cuba Libre, you will be dancing ( rumba, meringues, salsa & merengue) side-by-side with Professional Latin dancers. Every Fridays and Saturdays, so mark your calendar. For a taste of the forbiden island, you might want to give this (celebration of flavor and comfort) a try. - Try the Del Mar rapid ( seafood Soup, shrimp ceviche and MahiMahi fillet.) This trios will take your lunch up a notch. $14.75 - Also, you can't beat the highly flavorful Cuban bento box. the selection is changed weekly and cost $16.5 - Any mojito will be a very GOOD accompaniment to any meal. Or better yet, alone, if you'd like. Tell me, again, why you shouldn't have another one anytime you want? Three and half Yelps.",3,5,2
I've been coming here for a few years now and find the food to be really good... Sometimes even great! Great atmosphere and always friendly service. Be sure to prepare yourself to wait since this place has become pretty popular over years.,3,5,2
Why the hell does this place get 5 stars?? Solely because of the waffles. The perfectly cooked and heavenly waffles. The other food they have here I would say is just so-so. THOSE WAFFLES THOUGH!,5,3,2
"Stumbled (literally) onto this place a few days ago. Head down Chestnut til you hit the crowd of smokers outside and you're in Vegas. Well, not really, the decor has really nothing to do with Vegas. What a shame, a ""Vegas"" schtick bar might be a great idea. The bartenders are nice, they keep the bar flowing, music selection is very good (Kinks followed by Chris Cornell followed by Kelly Clarkson) but like I said it's not Vegas without some Elvis, Manilow, and Tom Jones. Their Chicken Cheesesteak is amazing for a non-cheesesteak place and with a $3 draft special, it tastes even better. Fries deserve a shoutout... Hey-yo! If you're looking for a non-dressy place to just simply hang without getting hit on over and over, head to Vegas.",4,2,2
"If you've ever been to a Krispy Kreme when the hot donuts light is on, you know how much better a fresh, warm donut is than one that has been sitting on the shelf for a while. The donuts at Federal put Krispy Kreme to shame. So far I've been twice and have tried the vanilla pretzel donut and the cinnamon brown sugar donut. The vanilla pretzel was off the shelf but still very good. The flavor was surprisingly complex. The cinnamon brown sugar donut was fresh and amazing. There was nothing particularly unique about the flavor itself, but suffice to say if Plato asked me about the Ideal Form of a true donut, I would point him toward Federal and tell him to ask for whatever is fresh. While the fancy donuts do run a tiny bit high at $2, their less fancy bretheren are just as good and clock in at just $1.25. Perhaps that is pricey for a donut, but honestly Dunkin charges .89 a pop for a VASTLY inferior product. Comparing Federal to Dunkin is like comparing the best meatballs in the Italian market to Ikea Horse Balls. The extra 36 cents is most definitely worth it.",5,3,2
"I come here all the time and I love their food. I don't if it was because they were extremely busy but the counter girls attitudes were HORRIBLE! Ma Sheena in particular was not accommodating at all. If a person orders cheese fries they want cheese fries. I nicely expressed that I'm paying for cheese and I've gotten very little. She goes on to say this is the amount that we are supposed to give. I say that I order quite frequently is this is the first time the ever looked like this. You says ""if you want more cheese you have to pay for it."" On a regular day I would have asked for my money back and went elsewhere but I was starving. I asked the other counter girl she was working with if I paid for a milk shake because when she handed me my food she proceeded to the next customer. She tell me wait I'll get to it. Well say that. Don't just proceed to the next person in line without giving me my complete order. Service was just terrible today. Please fix it...",3,1,2
"We were cracking up the whole way here as our cab driver was a total riot, and did not have any comprehension of my friend's vegetarianism. That said, we were off to a great start and knew the pilgrimage we made as a break from the convention center was well worth it! As this was featured on the food network, this was THE place we had to go for cheesesteaks. We had the provolone wit's, oh, and my veggie friend had the whiz wit. (Veggie status can be suspended for momentous occasions - real cheesesteaks in philly certainly qualifies!). The cheesesteaks were good; not extraordinary, but goo, and fun! The cheesefries were really good! I hear Pat's is better so we are already planning our next trip out to Philly to give them a try!",3,5,2
"I finally got a calzone!!! What's it been, like 18 years since I've experienced this beautiful pocket of folded over pizza love. Blackbird's dough is so good. So good. I appreciate that they do it right here. So I had pretty high hopes for a vegan calzone though I was a bit worried about the ricotta. Turns out I had nothing to fear. It's tasty. I wonder if they make it. If any of y'all have had Primacotta, it tastes kind of like that. Not sure if I'd recommend the calzone to curious non-vegans, but for me it was just right. I got it with pepperoni and sausage which I always enjoy on the slices. Yum. And less hard on the stomach than a dairy cheese bomb. Anyway, the pizza slices are good because the ingredients are good and properly applied like expensive makeup applied following a YouTube tutorial. I like the style of pizza made though sometimes I wish for more tomato sauce. They keep the Daiya light which is the right thing to do in this situation. I've had a few sandwiches and a caesar salad and they're not bad, pretty solid actually, but I've yet to reorder anything. I usually swing in for a few slices on my vegan food tours of Philly. If I lived in the area, I'd eat here all the time.",5,3,2
"The food was great (4.5 star), the service was not (2 star). Averaging a 3 star rating. My party and I went out for lunch on Black Friday and the restaurant was moderately busy but not terribly so. The food was really good and I feel we got a decent deal (premium party course) which worked out to about $90 for four people after taxes and not including tip and we all left pleasantly full. The downside to the visit however was the service, or lack thereof. 1. We didn't receive any drink refills (waters or soda) even though we asked. Upon bringing the check the waitress finally refilled our waters. Thanks, I guess? 2. Had to ask twice for forks. 3. Waitress forgot the additional sauces we ordered until reminded. 4. We asked for additional mushrooms and zucchini mid-meal, never received but at least we weren't charged for something we didn't get. 5. I found out after leaving that apparently another person in my party had ordered something else that too had not been delivered. I left a feedback card with items 1-4, but I doubt management saw it since we left it on the table upon leaving. I didn't see a general manager at the location and I didn't think to leave it with the hostess upon exiting. My young brother paid for the meal for our party as thanks for flying him out for the holidays and taking him up to see Philly and honestly I felt embarrassed having him do so due to the service we received. I expected better. If my husband and I still lived in Philadelphia we'd probably give this restaurant another shot attributing this to an off day, but since we don't and this was an out-of-our-way meal we will probably avoid in the future.",3,1,2
Three and half stars! Would order from here again. Placed the order at 7:40 and it was biked over at 8:15. Fab. Especially since I live like a 15 minute bike ride away. Sweet potato roll and shrimp tempura roll and yellowtail roll were all delish.,3,1,2
"This is a review of the diner side only. Why it is called a diner is beyond me. I guess the fact that they have the layout of a traditional diner makes it easy to give it that name, but the food is anything but diner fare. My only memory of being at this place before was when I enjoyed some delicious pb&j bread pudding.... a long time ago. On this visit the menu came as something of a shock. Mussels, cilantro calamari, blackened fish tacos, asian spiced tuna burger, etc..... I was really in the mood for diner food, not fake fro fro grub in a lounge/diner. No need to visit again for the food, but will probably be back at the lounge at some point.",2,4,2
"From the outside it looks like a bit of a chain so I didn't visit until a friend invited me to lunch. I was so impressed and so full! I am on my second punch card after only a year. The family that runs Pita Chip is so kind and care about their customers. Their portions are [way too] big and I have never been able to finish a bowl in one sitting. Every though I have been a customer for a while, it was their catering that prompted me to write this review. A client ordered for dinner the other night and it was just as good as I had hoped! The only odd thing was that the wraps came in actual wraps when I think we were all expecting pita bread. Not their fault - it's called a wrap! Just seemed off brand. Would recommend this place to anyone.",5,3,2
"I've been a loyal Loco customer at the Fishtown location since I discovered it two years ago - I could live and die by their nachos. Scoring a heaping pile of perfectly layered chips, cheese, and fresh toppings for $5 make it one of my top 3 favorite Happy Hour locations in the city. However, when I heard there was a new location opening a few blocks from my office, I was more skeptical than excited. However, upon my recent venture to check it out, I was pleasantly surprised. Unlike the dingy, yet charming cramped quarters in Fishtown, the new location has a lot more room to sit; more space, more tables, a bigger bar, and more stools. It's also got a very sleek, modern vibe with big TVs behind the bar; less of a dive-y feel than the OG Loco Pez. The staff was very quick to greet and seat us, but the service beyond the hostess was super slow. It took about 10 minutes after sitting before we were greeted by our server and offered water glasses, and we saw him on 3 other times in the 2 and a half hours we were there. Fortunately, my friend and I weren't in any hurry. Unfortunately, about halfway through catching up, we noticed, quite abruptly, that the music was turned up way too loud. We were shouting to hear each other across the table. I'm not sure why the music was turned up so suddenly, but it was very disruptive to seemingly everyone who was trying to have a conversation. You can't beat the $5 nachos and the overall atmosphere was inviting. Just turn down the beats.",4,2,2
Update... So I had refrigerated the last remaining piece of chicken (large fried chicken breast) over night. Was hungry the next afternoon (Monday) noticed the left over chicken in the fridge decided to eat it. I was in a rush so I didn't bother to reheat (next day fried chicken is always still good but rarely crispy). Andy's chicken was still super crispy and just as delicious as it was fresh from the fryer.,5,3,2
"This is a continuation of the previously written review: After the servers argument, he offered for them to cook me a new one, I agreed, but hubby was done at that point and he had had it, I saw a side back waiter and asked him to just bring my overcooked steak back, wrapped and we were ready for the check. The creamed spinach was good, not grand, the Greenburg potato skins were pure fried potato skins, no potato at all and served with a sour cream and horseradish sauce. Do it at home and save the big bucks. My big dilemma is we have more open table certificates that we would have loved to have used and we have no problem mentioning yelp, but they do, so I'm trying to even reason why I would want to return at this point Douglas? I hope you enjoyed your unwarranted $50.00 tip... Oh and I do hope that you read my little note on the receipt. The staff used to be welcoming, accommodating and friendly, seems to have gotten a bit snobbish, but I can take my $50.00 tips elsewhere and get a filet cooked properly without the sideshow. The service used to be stellar, but those days are gone. It's now a great place for older worn out men trying to pick up very used ""ladies"" or so it seemed, the blend of tables from floor to floor and the acoustics left conversations flow though out the restaurant, this is what made my night, have your piano player come in earlier. BTW, I made a dry aged standing rib roast for Christmas and hubby said it put yours to shame, I can also teach you how to cook a proper steak.",1,3,2
